Pack Name	Topic	Problem Name	Problem Link	Question Statement	Time Complexity	Memory Complexity	Question	A	B	C	D	Correct	Message Response For A	Message Response For B	Message Response For C	Message Response For D	Brute Force Approach	C++ Answer	Python Answer	Java Answer	English Solution Video
Algorithms Pack	Topological Sorting	Minimum Height Trees	https://leetcode.com/problems/minimum-height-trees/	A tree is an undirected graph in which any two vertices are connected by exactly one path. In other words, any connected graph without simple cycles is a tree.    Given a tree of n nodes labelled from 0 to n - 1, and an array of n - 1 edges where edges[i] = [ai, bi] indicates that there is an undirected edge between the two nodes ai and bi in the tree, you can choose any node of the tree as the root. When you select a node x as the root, the result tree has height h. Among all possible rooted trees, those with minimum height (i.e. min(h)) are called minimum height trees (MHTs).    Return a list of all MHTs' root labels. You can return the answer in any order.    The height of a rooted tree is the number of edges on the longest downward path between the root and a leaf.	O(n)	O(n)	We're expecting an optimized solution of time complexity O(n) and memory complexity O(n).	Topological Sort	Greedy	Tree Diameter Calculation	BFS/DFS	A	Correct!  We can use the Topological Sort algorithm to find the minimum height trees (MHTs) in a given tree. The idea is to iteratively remove the leaf nodes (i.e., the nodes with only one incoming edge) from the tree until there are at most two nodes left, which are the roots of the MHTs.  We start by building an adjacency list representation of the given tree using the addEdge() function. Then, we apply the topological sort algorithm using the topSort() function, which returns the roots of the MHTs. In the topSort() function, we first compute the incoming edges for each node in the graph, and initialize a queue with the leaf nodes (i.e., nodes with only one incoming edge). Then, we iteratively remove the leaf nodes, updating the incoming edges of their neighbors, until there are at most two nodes left in the graph. Finally, we return the roots of the MHTs, which are the nodes left in the queue.  Time Complexity: O(n), where n is the number of nodes in the given tree. The topological sort algorithm used in the solution has a time complexity of O(V+E), where V is the number of vertices and E is the number of edges in the graph. In the given problem, the input is a tree, which has n nodes and n-1 edges, so the number of edges is E = n-1.  Memory Complexity: O(n), where n is the number of nodes in the given tree.	Topological Sorting is preferred.  This approach does not always yield the correct answer. For instance, there can be cases where the initial root node is far away from the center of the tree, and the nodes closest to the root node are not the ones that form the minimum height trees.  Time Complexity: O(n^2).	Not ideal!  The diameter-based approach can work for some cases, but it may not always yield the correct answer. There can be cases where the minimum height trees are not close to the center of the diameter path. Moreover, computing the diameter of the tree can be computationally expensive.  We can compute the diameter of the tree (i.e., the length of the longest path in the tree) and select the nodes that are in the middle of the diameter path as the root(s). The intuition behind this approach is that the root(s) of the minimum height trees should be close to the center of the tree.  Time Complexity is O(n^2) even if correct.	Incorrect!  This approach can work for some cases, but it may not always yield the correct answer. There can be cases where the minimum height trees are not formed by the farthest nodes from the two BFS's. Moreover, this approach can be computationally expensive, as we need to perform two BFS's in the worst case.	Brute-Force Approach: generate all possible trees by considering each node as the root and recursively constructing the subtree for each child. Then, calculate the height of each tree and return the roots of the trees with minimum height. This approach has an exponential time complexity of O(n * 2^n), as there are 2^n possible subtrees for each of the n nodes in the tree.	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/AlgorithmsPackCPP/Minimum%20Height%20Trees.cpp	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/AlgorithmsPackPythonSolutions/Minimum%20Height%20Trees.py	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/AlgorithmsPackJavaSolutions/Minimum%20Height%20Trees.java	https://youtu.be/JUtZUNyiqAA
Algorithms Pack	Topological Sorting	Longest Increasing Path In A Matrix	https://leetcode.com/problems/longest-increasing-path-in-a-matrix/	Given an m x n integers matrix, return the length of the longest increasing path in matrix.    From each cell, you can either move in four directions: left, right, up, or down. You may not move diagonally or move outside the boundary (i.e., wrap-around is not allowed).	O(mn + E)	O(nm)	We're expecting an optimized solution of time complexity O(mn + E) and memory complexity O(nm).	Dynamic Programming	Topological Sort + BFS	Greedy	BFS	B	Suboptimal.  For each cell, store the length of the longest increasing path that ends at that cell. We can then compute the length of the longest increasing path that ends at each cell based on the length of the longest increasing path that ends at its neighbors. This approach is suboptimal because it doesn't take into account the fact that a longer path may be possible if we start at a cell with a lower value. The time complexity is O(mnlog(m*n)) if we use a priority queue to update the length of the longest increasing path ending at each cell.	Correct!  Our approach involves using Topological Sort, which is a way of ordering nodes in a directed graph such that all edges go from earlier ordered nodes to later ordered nodes. This method is useful in detecting cycles and finding the longest path in a DAG (Directed Acyclic Graph).  We first calculate the number of incoming edges for each node in the graph by checking its neighbouring nodes (if they are bigger, we create an edge from the original node to the bigger neighbour, otherwise, we count an incoming edge). We add all nodes with 0 incoming edges to a queue, which represents the start of our path. We then perform a BFS on the graph, incrementing a counter for each level we explore. For each level, we remove all nodes that we have explored from the graph by decreasing the incoming edges of their neighbours and adding any new nodes with 0 incoming edges to the queue. The length of the longest path is the final counter value.  Time Complexity: O(mn + E) where E is the number of edges in the graph. In this problem, the number of edges can be as much as O(mn), giving a worst-case time complexity of O((mn)^2).  Memory Complexity: O(mn), since we create an incoming edge array with m*n cells, and use a queue to hold nodes.	Not so useful here. In some cases, the path that initially appears to be the longest can lead to a dead end that makes the actual longest path shorter.	BFS would be a more naïve approach here. Topological sorting is much better here, as we can treat the matrix like a DAG.	The brute-force is too simplistic. We can iterate over every cell in the matrix, and for each cell, explore all possible paths that increase in value until we can't move any further. Track the length of the longest path seen so far and return it.	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/AlgorithmsPackCPP/Longest%20Increasing%20Path%20in%20a%20Matrix.cpp	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/AlgorithmsPackPythonSolutions/Longest%20Increasing%20Path%20in%20a%20Matrix.py	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/AlgorithmsPackJavaSolutions/Longest%20Increasing%20Path%20in%20a%20Matrix.java	https://youtu.be/2CFdl8B5Y4U
Algorithms Pack	Topological Sorting	Parallel Courses III	https://leetcode.com/problems/parallel-courses-iii/	You are given an integer n, which indicates that there are n courses labeled from 1 to n. You are also given a 2D integer array relations where relations[j] = [prevCoursej, nextCoursej] denotes that course prevCoursej has to be completed before course nextCoursej (prerequisite relationship). Furthermore, you are given a 0-indexed integer array time where time[i] denotes how many months it takes to complete the (i+1)th course.    You must find the minimum number of months needed to complete all the courses following these rules:    You may start taking a course at any time if the prerequisites are met.  Any number of courses can be taken at the same time.  Return the minimum number of months needed to complete all the courses.    Note: The test cases are generated such that it is possible to complete every course (i.e., the graph is a directed acyclic graph).	O(n+m)	O(n+m)	We're expecting an optimized solution of time complexity O(n+m) and memory complexity O(n+m).	Sorting + Recursion	Topological Sorting + DP	DFS	BFS	B	Incorrect!  This approach may not work in all cases since there could be cases where a course with a longer completion time has prerequisites that are quicker to complete, thus it might not be optimal to start with the longest course.	Correct!  Firstly, the graph is represented as an adjacency list, and we use topological sort to obtain the order in which the courses can be taken. In topological sorting, we start with nodes that have no incoming edges (prerequisites), and gradually remove nodes from the graph while keeping track of the order in which they were visited.  Secondly, we use dynamic programming to calculate the minimum time required to complete each course. For each course, we add its completion time to the time required to complete its prerequisites. We then take the maximum of these values to determine the minimum time required to complete the course.  Finally, we return the maximum time required to complete any course.  Time and Memory Complexity: O(n+m).	A topological sort is a better approach.  This approach may not work in all cases since DFS does not guarantee the correct order in which the courses should be taken, and may lead to wrong solutions.	Not quite.  Although BFS can find a topological order of the graph and guarantee that all prerequisites are completed before each course, this approach does not take into account the fact that multiple courses can be taken at the same time, leading to suboptimal complexity in the solution.	Brute-Force Solution: Generate all possible course completion sequences, and for each sequence, check if all prerequisites are met before taking each course. Calculate the total time required for each sequence and return the minimum time among all valid sequences.	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/AlgorithmsPackCPP/Parallel%20Courses%20III.cpp	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/AlgorithmsPackPythonSolutions/Parallel%20Courses%20III.py	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/AlgorithmsPackJavaSolutions/Parallel%20Courses%20III.java	https://youtu.be/IAQkySm81-E
Algorithms Pack	Topological Sorting	Largest Color Value In A Directed Graph	https://leetcode.com/problems/largest-color-value-in-a-directed-graph/	There is a directed graph of n colored nodes and m edges. The nodes are numbered from 0 to n - 1.    You are given a string colors where colors[i] is a lowercase English letter representing the color of the ith node in this graph (0-indexed). You are also given a 2D array edges where edges[j] = [aj, bj] indicates that there is a directed edge from node aj to node bj.    A valid path in the graph is a sequence of nodes x1 -> x2 -> x3 -> ... -> xk such that there is a directed edge from xi to xi+1 for every 1 <= i < k. The color value of the path is the number of nodes that are colored the most frequently occurring color along that path.    Return the largest color value of any valid path in the given graph, or -1 if the graph contains a cycle.	O(m+n)	O(m)	We're expecting an optimized solution of time complexity O(n+m) and memory complexity O(m).	Floyd-Warshall	Niji's Algorithm	Dijkstra's Algorithm	Kahn's Algorithm + Dynamic Programming	D	Suboptimal.  We use Floyd-Warshall algorithm to calculate the shortest path between all pairs of nodes and for each path, calculate the maximum color value.  However, this approach is suboptimal because it involves computing the shortest path between all pairs of nodes, which is not necessary for this problem. As you should know, it's O(n^3) in complexity!	Color me disappointed! You've picked one of the few entirely fictional algorithms. 'Niji' is Japanese for rainbow.	Incorrect!  Dijkstra's algorithm does not work on graphs with negative-weight cycles, and this problem explicitly asks to return -1 if the graph contains a cycle.	Correct!  Our approach to this tough problem uses topological sort to traverse the graph in a topological order. In each iteration, we calculate the color values of each node that can be reached from the current node by traversing an edge in the graph. We do this using dynamic programming. We keep track of the count of each color along the current path and update the maximum count of each color that we have seen so far at each node. The largest count of any color encountered along any valid path is the answer we return.  Time Complexity: O(V+E), where V is the number of nodes and E is the number of edges in the graph. This is because we use a modified topological sort algorithm to traverse the graph in topological order, and for each node, we update the color values of its outgoing edges. This is done in constant time per node.  Memory Complexity: O(V*26), where V is the number of nodes in the graph and 26 is the number of lowercase English letters. This is because we keep a count of the number of nodes along each path with a certain color, and we have 26 possible colors.	The brute-force here isn't particularly helpful. We generate all possible paths in the graph and compute the color value of each path, then return the maximum color value among all valid paths.  Why it's suboptimal: The number of possible paths in a graph can be very large, making this approach highly inefficient. The time complexity is exponential in the worst case.  Time Complexity: O(2^n)	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/AlgorithmsPackCPP/Largest%20Color%20Value%20in%20a%20Directed%20Graph.cpp	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/AlgorithmsPackPythonSolutions/Largest%20Color%20Value%20in%20a%20Directed%20Graph.py	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/AlgorithmsPackJavaSolutions/Largest%20Color%20Value%20in%20a%20Directed%20Graph.java	https://youtu.be/wjXSYOWr-CA
Algorithms Pack	Topological Sorting	Strange Printer II	https://leetcode.com/problems/strange-printer-ii/	There is a strange printer with the following two special requirements:    On each turn, the printer will print a solid rectangular pattern of a single color on the grid. This will cover up the existing colors in the rectangle.  Once the printer has used a color for the above operation, the same color cannot be used again.  You are given a m x n matrix targetGrid, where targetGrid[row][col] is the color in the position (row, col) of the grid.    Return true if it is possible to print the matrix targetGrid, otherwise, return false.	O(n^3)	O(n^2)	We're expecting an optimized solution of (rough) time complexity O(n^3) and memory complexity O(n^2).	Topological Sorting	Backtracking	Greedy	Linear Programming	A	Correct!  Here, we represent the given matrix of colors as a graph, where each color is a node and there is a directed edge from node A to node B if color A appears in a rectangle that completely covers color B. We can then use topological sorting to find if there is a valid ordering of colors such that each rectangle can be printed in a valid order without violating the printer's rules. If we find a valid topological ordering, then we return true, otherwise, we return false.  Time Complexity is a little tough to calculate here, but we settled on O(rows * cols + Colors^2 + V + E), which is effectively O(n^2).	No, this would have exponential time complexity.	Incorrect!  The greedy coloring approach may fail to find a valid solution in some cases where mutually dependent colors are involved. In such cases, there may not be a valid order in which the colors can be colored such that each color can be covered by a single rectangular pattern.	Not realistically viable.  The LP approach can have high computational complexity and may not always guarantee finding an optimal or even feasible solution. Moreover, the LP formulation may require a large number of variables and constraints, which can make the problem intractable for large grids.	One possible brute-force solution would be to try all possible combinations of colors that can be used to cover the entire target grid. We can start with the color that appears the least number of times in the target grid, and then try all possible rectangular patterns of that color that cover all the cells with that color. Then, we move on to the next least frequent color and repeat the process until we have tried all possible combinations of colors. This approach would have exponential time complexity and is not practical for larger input sizes.	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/AlgorithmsPackCPP/Strange%20Printer%20II.cpp	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/AlgorithmsPackPythonSolutions/Strange%20Printer%20II.py	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/AlgorithmsPackJavaSolutions/Strange%20Printer%20II.java	https://youtu.be/_7yroWKxcwU
Algorithms Pack	Topological Sorting	Course Schedule II	https://leetcode.com/problems/course-schedule-ii/	There are a total of numCourses courses you have to take, labeled from 0 to numCourses - 1. You are given an array prerequisites where prerequisites[i] = [ai, bi] indicates that you must take course bi first if you want to take course ai.    For example, the pair [0, 1], indicates that to take course 0 you have to first take course 1.  Return the ordering of courses you should take to finish all courses. If there are many valid answers, return any of them. If it is impossible to finish all courses, return an empty array.	O(n+m)	O(n+m)	We're expecting an optimized solution of time complexity O(n+m) and memory complexity O(n+m).	Backtracking	Topological Sort	DFS + Memoization	Greedy	B	Ouch!  Backtracking is the brute-force approach!	Correct!  This very common problem can be modeled as a directed graph, where each course is a node, and each prerequisite relationship is an edge from the prerequisite course to the course that depends on it. We can use topological sorting to find a valid order to take the courses, which requires that we first take all the prerequisites for a course before taking the course itself.  Time Complexity: O(V+E), where V is the number of vertices (courses) and E is the number of edges (prerequisites).  Memory Complexity: O(V+E), where V is the number of vertices (courses) and E is the number of edges (prerequisites).	A 'simple' topological sort is preferred to this idea.  This approach uses memoization to avoid recomputing the prerequisites of each course, but it still generates multiple topological orders, and it is not clear which one is the correct one. In addition, it requires extra checks to detect invalid solutions.  Time Complexity: O(n^2).	Suboptimal.  The greedy approach does not always produce a valid ordering, and there can be multiple valid orderings that it might miss. For example, if there are two disjoint sets of courses that have no prerequisites within each set, the greedy algorithm may take courses in the wrong order, resulting in an invalid ordering. It also fails when there are cycles in the graph.	The brute-force approach is to generate all possible permutations of the courses and check if they satisfy the prerequisites.  Why it's suboptimal: This approach generates all possible permutations of the courses, which can be very time-consuming for large inputs. In addition, it does not take into account the prerequisites of each course, which can lead to invalid solutions.  Time Complexity: O(n!).	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/AlgorithmsPackCPP/Course%20Schedule%20II.cpp	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/AlgorithmsPackPythonSolutions/Course%20Schedule%20II.py	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/AlgorithmsPackJavaSolutions/Course%20Schedule%20II.java	https://youtu.be/B1S0Veyxxas
Algorithms Pack	Dynamic Programming (General)	Fibonacci Number	https://leetcode.com/problems/fibonacci-number/	The Fibonacci numbers, commonly denoted F(n) form a sequence, called the Fibonacci sequence, such that each number is the sum of the two preceding ones, starting from 0 and 1. That is,    F(0) = 0, F(1) = 1  F(n) = F(n - 1) + F(n - 2), for n > 1.  Given n, calculate F(n).    n will NEVER be higher than 30.	O(n)	O(1)	We're expecting an optimized solution of time complexity O(n) and memory complexity O(1).	Simple Recursion	Simple Iterative Solution	Hash Table	Union Find	B	This approach is basically the brute-force method, and is not recommended for this problem.	Correct!  We use an iterative approach to compute the Fibonacci number at the nth position. We initialize two variables a and b to 0 and 1 respectively. Then, we iterate n-1 times and update the value of a to b and b to a+b. Finally, we return the value of b.  Why it's efficient: This approach uses constant space and takes linear time in the number n to compute the nth Fibonacci number. It is more efficient than the recursive approach which has an exponential time complexity.  Time Complexity: O(n)  Memory Complexity: O(1)	Using a wasteful data structure would be unwise for this simple problem.	Whether or not you happen engineer a solution with this approach, you are clearly over-engineering if you select this option.	Starting from F(0) and F(1), we can recursively calculate each Fibonacci number by summing the previous two.  Why it's suboptimal: The time complexity of this approach is exponential, O(2^n), making it impractical for larger values of n.	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/AlgorithmsPackCPP/Fibonacci%20Number.cpp	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/AlgorithmsPackPythonSolutions/Fibonacci%20Number.py	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/AlgorithmsPackJavaSolutions/Fibonacci%20Number.java	https://youtu.be/BxvuAQ5rIpE
Algorithms Pack	Dynamic Programming (General)	Climbing Stairs	https://leetcode.com/problems/climbing-stairs/	You are climbing a staircase. It takes n steps to reach the top.    Each time you can either climb 1 or 2 steps. In how many distinct ways can you climb to the top?	O(n)	O(n)	We're expecting an optimized solution of time complexity O(n) and memory complexity O(n).	Simple Recursion	Greedy	Divide And Conquer	Dynamic Programming (Memoization)	D	Too expensive! Yes, we can recursively try all possible combinations of 1 step and 2 steps at each step, and count the number of combinations that lead to reaching n steps.  Why it's suboptimal: This approach has exponential time complexity and is very inefficient for large n. For n=44, it takes over 700 million function calls to compute the result.  Time Complexity: O(2^n)	This approach does not always lead to the optimal solution. For example, if n=4, the greedy approach would choose two steps followed by two steps, which results in 2 distinct ways to reach the top. However, the optimal solution is to take one step, followed by three steps, which results in 3 distinct ways to reach the top.	Not ideal. This approach leads to a large number of repeated computations, and therefore, has a high time complexity.	Correct! (Honestly, there is a better ITERATIVE approach too, covered in the Fibonacci Sequence problem within this set).  We use dynamic programming with memoization to solve this problem. We start by initializing a memory array of size n+1, where memory[i] will store the number of ways to reach step i. We know that we can reach step i by taking either one or two steps from step i-1 or i-2 respectively. Therefore, we can calculate the number of ways to reach step i by summing up the number of ways to reach step i-1 and i-2. We store these values in memory[i] and return memory[n] as the answer.  Why it's optimal: This approach is optimal because we are storing the intermediate results in memory, which means we do not need to calculate the same subproblems repeatedly. As a result, the time complexity is O(n), which is very efficient.  Time Complexity: O(n)  Memory Complexity: O(n)	The brute-force approach here is to generate all possible combinations of 1's and 2's to climb the n steps and count the number of valid combinations.  Why it's suboptimal: This approach has an exponential time complexity of O(2^n) since for every step, we have two options (climb 1 or 2). It quickly becomes infeasible for large values of n.	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/AlgorithmsPackCPP/Climbing%20Stairs.cpp	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/AlgorithmsPackPythonSolutions/Climbing%20Stairs.py	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/AlgorithmsPackJavaSolutions/Climbing%20Stairs.java	https://youtu.be/7lvvkWjUEqE
Algorithms Pack	Dynamic Programming (General)	Longest Increasing Subsequence	https://leetcode.com/problems/longest-increasing-subsequence/	Given an integer array nums, return the length of the longest strictly increasing   subsequence.	O(n^2)	O(n)	We're expecting an optimized solution of time complexity O(n^2) and memory complexity O(n).	Dynamic Programming (Memoization)	Greedy	Two Pointers	Prefix Max Array	A	Correct!  Our approach here is to find the length of the longest increasing subsequence. We begin by iterating through the array starting at each index and recursively finding the length of the longest increasing subsequence for the remaining indices that are larger than the current index. We store the results of the recursive calls in a memoization table to avoid repeated work. The base case is when we reach the end of the array, at which point we return 0. We add 1 to the result of each recursive call because we are considering the current index as part of the subsequence. The final result is the maximum length of the increasing subsequence found across all possible starting indices.  Time Complexity: O(n^2)  Memory Complexity: O(n).	This approach does not guarantee that the resulting subsequence will be the longest possible increasing subsequence. For example, consider the array [3,4,1,2,3,4]. The greedy approach will give a subsequence of length 4, whereas the longest possible subsequence has length 5.	This approach fails to account for cases where the longest increasing subsequence is not a contiguous subsequence in the input array.	This (incorrect) approach involves creating a prefix max array of the input array, where each element of the prefix max array at index i stores the maximum value in the input array up to index i. Then, we iterate through the prefix max array and keep track of the maximum subsequence length encountered so far. However, this approach fails to account for cases where the longest increasing subsequence is not a contiguous subsequence in the input array.	Brute-force: generate all possible subsequences and check if each subsequence is strictly increasing.  Why it's suboptimal: This approach has an exponential time complexity, as there are 2^n possible subsequences for a sequence of length n.	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/AlgorithmsPackCPP/Longest%20Increasing%20Subsequence.cpp	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/AlgorithmsPackPythonSolutions/Longest%20Increasing%20Subsequence.py	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/AlgorithmsPackJavaSolutions/Longest%20Increasing%20Subsequence.java	https://youtu.be/5tWQR9pTCWc
Algorithms Pack	Dynamic Programming (General)	Longest Common Subsequence	https://leetcode.com/problems/longest-common-subsequence/	Given two strings text1 and text2, return the length of their longest common subsequence. If there is no common subsequence, return 0.    A subsequence of a string is a new string generated from the original string with some characters (can be none) deleted without changing the relative order of the remaining characters.    For example, 'ace' is a subsequence of 'abcde'.  A common subsequence of two strings is a subsequence that is common to both strings.	O(nm)	O(nm)	We're expecting an optimized solution of time complexity O(nm) and memory complexity O(nm).	Greedy	Divide and Conquer	Dynamic Programming (Memoization)	Backtracking	C	This approach does not guarantee finding the longest common subsequence in all cases. In some cases, it may return a suboptimal solution.	This approach has a high time complexity, as it requires solving the problem recursively for multiple subproblems. We divide both input strings into two halves and recursively find the longest common subsequence between each pair of halves. We then combine the two subsequences to find the longest common subsequence between the full input strings.	Correct!  In this approach, we make use of memoization to avoid recalculating the same subproblems repeatedly. We define a recursive function LCS to compute the longest common subsequence of two given strings. At each recursive call, we check if we have already calculated the LCS of the current substrings, and if so, we simply return the value stored in our memoization table. If not, we check if the current characters in both strings match. If they do, we add 1 to the length of the LCS, and recursively call LCS on the remaining substrings. If the characters do not match, we try two options: either skip the current character in the first string and move to the next character, or skip the current character in the second string and move to the next character. We take the maximum of the lengths of the two resulting LCSs.  Time Complexity: O(mn), where m and n are the lengths of the two input strings. This is because we have to calculate the LCS for each substring of the two input strings.  Memory Complexity: O(mn), where m and n are the lengths of the two input strings. This is because we create a 2D array to store the results of each calculated subproblem.	This approach has an exponential time complexity, as it generates all possible subsequences of one of the strings, which can be up to 2^n where n is the length of the string. Additionally, it may miss some longer common subsequences that are not generated in the backtracking process.	The brute-force here is enumerate all possible subsequences of text1 and check if they are also a subsequence of text2. Return the length of the longest common subsequence found.  This approach is inefficient because it requires checking all possible subsequences of one string, which can take exponential time. Specifically, there are 2^n possible subsequences of a string of length n, so the time complexity of this approach is O(2^n).	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/AlgorithmsPackCPP/Longest%20Common%20Subsequence.cpp	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/AlgorithmsPackPythonSolutions/Longest%20Common%20Subsequence.py	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/AlgorithmsPackJavaSolutions/Longest%20Common%20Subsequence.java	https://youtu.be/SG_-BJdz3FQ
Algorithms Pack	Dynamic Programming (General)	Partition Equal SubSet Sum	https://leetcode.com/problems/partition-equal-subset-sum/	Given an integer array nums, return true if you can partition the array into two subsets such that the sum of the elements in both subsets is equal or false otherwise.	O(nT)	O(nT)	We're expecting an optimized solution of time complexity O(nT) and memory complexity O(nT).	Recursive Memoization	Knapsack Algorithm	Sorting + Greedy	DFS	A	Correct!  The approach is to check whether it is possible to partition the array into two subsets such that the sum of the elements in both subsets is equal. To do this, we first check if the sum of all the elements in the array is odd. If it is, we can immediately return false since we can't partition an odd sum into two equal parts. If the sum is even, we divide it by 2 and check if it is possible to find a subset of the given array that sums up to this value. We use memoization with recursion to solve this subproblem. We store the result of previously computed subproblems in a 2D array named memory. The array memory[i][j] represents the subproblem where we are checking if it is possible to find a subset with the first i elements of the array that sums up to j. If the value of memory[i][j] is already computed, we return it instead of recomputing it.  Time Complexity: O(n*t), where n is the length of the given array and t is the sum of all the elements in the array divided by 2.  Memory Complexity: O(n*t), where n is the length of the given array and t is the sum of all the elements in the array divided by 2.	Not quite! The knapsack algorithm is used to find the maximum value with limited capacity, but it doesn't guarantee that the selected items will sum up to exactly the capacity. Therefore, this approach may return a false negative result.	No. The idea is okay. We sort the input array in non-increasing order and add elements to each subset starting from the largest element until one of the subsets' sum equals or exceeds half of the total sum. We then check if the two subsets' sum is equal or not.  Why it's suboptimal: This approach doesn't always work. There may be cases where the optimal solution does not contain the largest elements in the input array. For example, consider the input array [1, 2, 3, 4, 5]. The greedy approach would put 5 in one subset and [4,3,2,1] in the other, resulting in an incorrect answer.	Not ideal. This approach suffers from the same problem as the Brute-Force approach, which is the exponential number of possible subsets. Therefore, it's not feasible for large inputs.	Our brute-force approach here depends on one crucial thing. For each element in the input array, we have two choices: either include it in one subset or exclude it from both subsets. We can generate all possible combinations of subsets and check if their sum is equal or not.  Why it's suboptimal: The number of possible subsets is 2^n where n is the size of the input array. Therefore, the time complexity is O(2^n). This is an exponential time complexity and is not feasible for large inputs.	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/AlgorithmsPackCPP/Partition%20Equal%20Subset%20Sum.cpp	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/AlgorithmsPackPythonSolutions/Partition%20Equal%20Subset%20Sum.py	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/AlgorithmsPackJavaSolutions/Partition%20Equal%20Subset%20Sum.java	https://youtu.be/h4jKQiziLT8
Algorithms Pack	Dynamic Programming (General)	Maximum Height By Stacking Cuboids	https://leetcode.com/problems/maximum-height-by-stacking-cuboids/	Given n cuboids where the dimensions of the ith cuboid is cuboids[i] = [widthi, lengthi, heighti] (0-indexed). Choose a subset of cuboids and place them on each other.    You can place cuboid i on cuboid j if widthi <= widthj and lengthi <= lengthj and heighti <= heightj. You can rearrange any cuboid's dimensions by rotating it to put it on another cuboid.    Return the maximum height of the stacked cuboids.	O(n^2)	O(n^2)	We're expecting an optimized solution of time complexity O(n^2) and memory complexity O(n^2).	DFS	Greedy	Recursive Approach + Memoization	Recursive Backtracking	C	Suboptimal. Presumably, the idea is to represent each cuboid as a node in a graph? This approach is suboptimal since it may not always lead to the maximum height of the stacked cuboids, and the time complexity is exponential in the worst case.	This approach is suboptimal since it may not always lead to the maximum height of the stacked cuboids.	Correct!  We first sort each cuboid's dimensions and sort all cuboids in lexicographic order. Then we define a recursive function that, given the current and previous cuboids, computes the maximum height of a stack starting from the current cuboid. We make use of memoization to avoid repeated calculations.  Time Complexity: O(n^2), because we need to compare each pair of cuboids to see if one can be placed on top of the other. However, sorting the cuboids in lexicographic order improves the time complexity of the recursive function. The use of memoization avoids repeated calculations, which makes the time complexity faster.   Memory Complexity: O(n^2).	Not quite. This approach can still have an exponential time complexity in the worst case, as the number of possible combinations of cuboids can be very large. Additionally, the amount of memory required for memoization can also be very large.  The idea itself is sound as a tentative solution: we can try all possible combinations of cuboids recursively, and memoize the maximum height obtained for each state (current cuboid and previous cuboid). We can then use the memoized values to avoid recomputing the same states multiple times.	The brute-force here is very simple. We can generate all possible subsets of the given cuboids and check if they can be stacked on each other. For each valid subset, we can calculate the height of the stacked cuboids and return the maximum height among all subsets. This approach has exponential time complexity since the number of possible subsets is 2^n.	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/AlgorithmsPackCPP/Maximum%20Height%20by%20Stacking%20Cuboids.cpp	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/AlgorithmsPackPythonSolutions/Maximum%20Height%20by%20Stacking%20Cuboids.py	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/AlgorithmsPackJavaSolutions/Maximum%20Height%20by%20Stacking%20Cuboids.java	https://youtu.be/npCU-qFF4E4
