Pack	Topic	Problem Name	Problem Link	Question Statement	Time Complexity	Memory Complexity	Expectation	A	B	C	D	Correct	Message Response For A	Message Response For B	Message Response For C	Message Response For D	Hint	C++ Code Link	Python Code Link	Java Code Link	English Video Solution
Coding Interviews	Stack	Longest Valid Parentheses	https://leetcode.com/problems/longest-valid-parentheses/	Given a string containing just the characters *'('* and *')'*, return the **length of the longest valid (well-formed) parentheses** substring.	O(n)	O(n)	We're expecting an optimized solution of:<br>Time Complexity: **O(n)**<br>Memory Complexity: **O(n)**	Stack	Two Stacks	Count-Based Approach	Dynamic Programming	A	**Correct!**<br><br>This solution uses a stack to keep track of indices of opening brackets *(* encountered. The stack initially has *-1* as the base.<br><br>The code then iterates through the given string and checks for opening brackets, pushing their indices onto the stack. When it encounters a closing bracket *)*, it pops the top of the stack. If the stack is empty, it means no opening bracket was found to match the current closing bracket, and the closing bracket index is pushed onto the stack as the new base.<br><br>If the stack is not empty, the length of the valid parentheses substring is computed by taking the difference between the current index and the index at the top of the stack. The maximum length seen so far is kept as the final result.<br><br>Time Complexity: O(n)<br>Memory Complexity: O(n)	Unnecessarily **complex**!<br><br>We could create two stacks, one for opening parentheses and one for closing parentheses. Then, we'd iterate through the string, pushing opening parentheses onto the opening stack and closing parentheses onto the closing stack.<br><br>If the top elements of both stacks are of equal distance from the start of the string, pop them both and update the maximum length seen so far. Finally, we return the maximum length seen.	**Suboptimal** because it does not account for the case where the valid parentheses substring is nested within another one.<br><br>For example, in the string *(()())*, the valid parentheses substring is *()()*, but the counting method would only detect the first pair of parentheses.	This is simply **over-engineering** the solution to the problem here.	Generate all possible substrings of the given string and check if each substring is valid or not. To check if a substring is valid, we can use a stack to keep track of opening brackets and pop from the stack whenever we encounter a closing bracket.<br><br>If the stack becomes empty, then the substring is valid. We can keep track of the length of the longest valid substring found so far and return it at the end.<br><br>The time complexity of this approach is O(n^3) since we need to generate all possible substrings and check each of them.<br><br>This approach is inefficient and not suitable for large input strings.	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsPackSolutionsCPP/Longest%20Valid%20Parentheses.cpp	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsPythonSolutions/Longest%20Valid%20Parentheses.py	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsJavaSolutions/Longest%20Valid%20Parentheses.java	https://youtu.be/tYpZ2sYLePU
Coding Interviews	Priority Queue	Kth Largest Element in an Array	https://leetcode.com/problems/kth-largest-element-in-an-array	Given an integer array *nums* and an integer *k*, return the *kth* **largest element in the array**.<br><br>Note that it is the *kth* largest element in the sorted order, not the *kth* distinct element.	O(n log(k))	O(k)	We're expecting an optimized solution of:<br>Time Complexity: **O(n log(k))**<br>Memory Complexity: **O(k)**	Sort-Based Approach	Sorting + Binary Search	Max-Heap	Min-Heap	D	Sorting takes **O(n log(n))** time complexity, which is suboptimal as per the problem requirements.	**Suboptimal!**<br><br>Sorting takes O(n log(n)) time complexity, which is slower than the required O(n) time complexity.	**Suboptimal.**<br><br>Creating a max-heap and removing k-1 elements takes O(n log(n)) time complexity, which is not optimal as per the problem requirements.	**Correct!**<br><br>Our code uses the**Kth Largest Element in a Stream** approach, with a min-heap storing the top k elements of the array.<br><br>The heap is initially empty, and as elements are processed from the array, they are either<br>1) ignored if they are smaller than the top of the heap (i.e., not one of the k largest elements seen so far)<br>2) inserted into the heap with the smallest element is removed if the heap size exceeds k.<br><br>Once all elements have been processed, the top of the heap is the kth largest element in the array.<br><br>Time Complexity: O(n log(k))<br>Space Complexity: O(k), as the heap contains at most k elements.	Sort the array in descending order and return the kth element.<br><br>The time complexity of this approach is O(n log(n)) due to the sorting algorithm used, where n is the size of the array.<br>The space complexity is O(1) as the sorting is performed in place.	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsPackSolutionsCPP/Kth%20Largest%20Element%20in%20an%20Array.cpp	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsPythonSolutions/Kth%20Largest%20Element%20in%20an%20Array.py	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsJavaSolutions/Kth%20Largest%20Element%20in%20an%20Array.java	https://youtu.be/xvvo4GVQq3c
Coding Interviews	Priority Queue	K Closest Points To Origin	https://leetcode.com/problems/k-closest-points-to-origin/	Given an array of *points* where *points[i] = [xi, yi]* represents a point on the **X-Y** plane and an integer *k*, return the *k* closest points to the origin *(0, 0)*.<br><br>The distance between two points on the **X-Y** plane is the Euclidean distance (i.e., *√(x1 - x2)^2 + (y1 - y2)^2*).<br><br>You may return the answer in **any order**. The answer is **guaranteed** to be **unique** (except for the order that it is in).	O(n log(k))	O(k)	We're expecting an optimized solution of:<br>Time Complexity: **O(n log(k))**<br>Memory Complexity: **O(k)**	Sort-Based Approach	Min-Heap	Max-Heap	Binary Search	C	**Suboptimal** due to the sorting.<br><br>Sorting the points by distance from the origin would have a time complexity of O(n log(n))<br><br>This would also require extra memory to store the sorted array.	The **max-heap is better** for this famous problem!	**Correct!**<br><br>A max-heap is used to maintain the k-closest points. Initially, the first k points are pushed onto the max heap.<br><br>For each subsequent point, its distance from the origin is calculated and compared with the maximum distance in the max heap. If the distance of the current point is less than the maximum distance in the max-heap, then this point is added to it and the point with the maximum distance is removed.<br><br>Finally, the K-closest points are extracted from the max-heap in descending order of distance and returned.<br><br>Time Complexity: O(n log(k)), where n is the number of points in the input and k is the number of closest points to be found. This is due to the use of a max heap with size k, which has an insertion time of log(k) and the loop to iterate through all points.<br>Space Complexity: O(k), as we are only storing the k-closest points in the max heap.	**Not applicable** since there is no sorted order to the distances.	Calculate the distance from each point to the origin, store the distances and their corresponding points in a vector of pairs, sort the vector in ascending order by the distances, and return the first k elements of the sorted vector.<br><br>This approach has a time complexity of O(n log(n)) due to the sorting operation, and a space complexity of O(n) to store the distances and points.	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsPackSolutionsCPP/K%20Closest%20Points%20to%20Origin.cpp	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsPythonSolutions/K%20Closest%20Points%20to%20Origin.py	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsJavaSolutions/K%20Closest%20Points%20to%20Origin.java	https://youtu.be/_myUjnGPCF8
Coding Interviews	Priority Queue	Maximum Performance of a Team	https://leetcode.com/problems/maximum-performance-of-a-team/	You are given two integers *n* and *k* and two integer arrays *speed* and *efficiency*, both of length *n*. There are *n* engineers numbered from *1* to *n*. *speed[i]* and *efficiency[i]* represent the speed and efficiency of the *ith* engineer respectively.<br><br>Choose at most *k* different engineers out of the *n* engineers to form a team with the maximum performance.<br><br>The performance of a team is the sum of their engineers' speeds multiplied by the minimum efficiency among their engineers.<br><br>Return the **maximum performance of this team**. Since the answer can be a huge number, return it **modulo** 1e9 + 7.	O(n log(n))	O(log(k))	We're expecting an optimized solution of:<br>Time Complexity: **O(n log(n))**<br>Memory Complexity: **O(log (k))**	Greedy Algorithm + Priority Queue	Selection Sort	Dynamic Programming	Bogan's Brute Force Approach	A	**Correct!**<br><br>Our method sorts the engineers in decreasing order of efficiency, then uses a priority queue to keep track of k best speed values encountered so far.<br>It then adds the speeds of engineers one by one to the queue, and calculates the maximum performance of the team at each step by taking the sum of speeds from the queue and multiplying it with the efficiency of the current engineer.<br>The maximum performance seen so far is updated with the new value if necessary.<br><br>Time Complexity: **O(n log(n))**<br><br>Memory Complexity: **O(log(k))**	You've made an **incorrect** selection here!<br><br>This approach would struggle to consider the efficiency of the engineers and may not result in calculating the maximum performance of the team.	An **over-engineeered** approach: ironic, given the problem statement!<br><br>This would use DP to calculate the maximum performance for every possible combination of engineers and choose the best k.<br><br>However, it has a time complexity of **O(2^n)**, which is exponential, making it unfeasible for large values of n.	**Impractical**<br><br>This approach has an exponential time complexity and is not feasible for large values of n and k.	Generate all possible combinations of teams by selecting at most k engineers from the n available, computing the performance of each team and returning the maximum performance obtained.<br><br>One way to implement this uses nested loops to generate all possible combinations of k engineers out of n, and then iterate through each team, computing their performance and keeping track of the maximum performance seen so far.<br><br>Time Complexity: O(n^k), which is exponential, and completely impractical for large values of *n* and *k*!	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsPackSolutionsCPP/Maximum%20Performance%20of%20a%20Team.cpp	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsPythonSolutions/Maximum%20Performance%20of%20a%20Team.py	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsJavaSolutions/Maximum%20Performance%20of%20a%20Team.java	https://youtu.be/okVJQQPDK7A
Coding Interviews	Priority Queue	Maximum Number of Events	https://leetcode.com/problems/maximum-number-of-events-that-can-be-attended/	You are given an array of *events* where *events[i] = [startDayi, endDayi]*. Every event *i* starts at *startDayi* and ends at *endDayi*.<br><br>You can attend an event *i* at any day *d* where *startTimei <= d <= endTimei*. You can only attend one event at any time *d*.<br><br>Return the **maximum number of events you can attend**.	O(n log(n))	O(n)	We're expecting an optimized solution of:<br>Time Complexity: **O(n log(n))**<br>Memory Complexity: **O(n)**	Sort By Earliest End Time	Burari Random Approach	Min-Heap	Sort by Earliest Start Time	C	**Incorrect**<br><br>Sorting by end time only takes into account the duration of events and not their start times, which can lead to missing out on events that have a later end time but a shorter duration, and a later start time.	**No such algorithm exists** (*at the time of writing*)!<br><br>Randomly attending is incorrect because it does not take into account the duration or timing of events, which can lead to missing out on events that have a shorter duration or start later, but have an earlier end time.	**Correct!**<br><br>A good approach uses a min-heap to keep track of the events' end days, and using this algorithm:<br>1) Sort the events by their start day.<br>2) Loop through each day from day 1 until all events are processed.<br>3) Remove the events that have ended before the current day from the heap.<br>4) If there are no available events and there are more events left, jump to the next event start day.<br>5) Add all events that start on the current day to the heap.<br>6) Attend the event with the earliest end day from the heap.<br><br>Time Complexity: **O(n log(n))**<br>Memory Complexity: O(n)	**Incorrect**<br><br>Attending events in order of start time only takes into account the order in which events begin, and not their duration or end times, which can lead to missing out on events that have a later start time but an earlier end time.	Generate all possible combinations of events and count the number of valid combinations.<br><br>To generate all possible combinations, one could start with the first event and then recursively add the next event that does not overlap with any of the events already chosen.<br><br>For each valid combination, the count of events attended can be computed and compared to the maximum count seen so far.<br><br>The time complexity is O(2^n) where n is the number of events, since there are 2^n possible combinations - clearly impractical for large values of *n*.	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsPackSolutionsCPP/Maximum%20Number%20of%20Events%20That%20Can%20Be%20Attended.cpp	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsPythonSolutions/Maximum%20Number%20of%20Events%20That%20Can%20Be%20Attended.py	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsJavaSolutions/Maximum%20Number%20of%20Events%20That%20Can%20Be%20Attended.java	https://youtu.be/QWo_I3Td4rs
Coding Interviews	Priority Queue	Sliding Window Maximum	https://leetcode.com/problems/sliding-window-maximum/	You are given an array of integers *nums*, there is a sliding window of size *k* which is moving from the very left of the array to the very right. You can only see the *k* numbers in the window. Each time the sliding window moves right by one position.<br><br>Return the **max sliding window**.	O(n)	O(k)	We're expecting an optimized solution of:<br>Time Complexity: **O(n)**<br>Memory Complexity: **O(k)**<br><br>n is the the number of elements in the input array…I'll let you work out k!	Two Loops	Max-Heap	Bogan's Brute Force	Deque	D	**Highly impractical!**<br><br>This would use a simple for-loop to iterate through the array, and use another loop to find the maximum value in the current sliding window.<br><br>Overall, the approach would have a time complexity of O(n*k) and would be highly inefficient for large inputs.	**Poor space complexity!**<br><br>We could use a max-heap to store the elements in the current sliding window and update it every time the window moves. However, this approach would require a lot of memory to store the heap and would not be optimal for very large inputs.<br><br>In addition, the time complexity of updating the heap every time the window moves would also be high.	People named Bogan are rarely the best people to ask!<br><br>This approach creates all possible sliding windows and finds the maximum value for each one. It would have a time complexity of O(n^2) and would be highly inefficient for even moderately sized inputs.	**Correct!**<br><br>In this method, we use a **deque** to store the indices of the elements in the current window, such that the deque is always in decreasing order of the values of elements in the window. Thus, the first element entered into it will always be the maximum value in the current window.<br><br>At each step, we check if the first element of the deque is outside the current window. If it is, it's removed from the deque.<br><br>We then remove all elements from the back of the deque that are smaller than the current element.  Finally, we add the current element to the back of the deque. If the current index is greater than or equal to k-1, then the maximum value for the current window is the first element of the deque, which you add to the result vector.<br><br>Time Complexity: **O(n)**<br>Memory Complexity: **O(k)**	Iterate through the array and for each position, consider the sliding window of size k starting from that position, and find the maximum element in the window.<br><br>Repeat this process for all possible starting positions of the sliding window and return the maximum elements found.<br><br>This approach would have a time complexity of O(nk) since for each position we are iterating over a window of size k to find the maximum element.	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsPackSolutionsCPP/Sliding%20Window%20Maximum.cpp	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsPythonSolutions/Sliding%20Window%20Maximum.py	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsJavaSolutions/Sliding%20Window%20Maximum.java	https://youtu.be/qvuFPjmq6Ro
Coding Interviews	Priority Queue	Find Median from Data Stream	https://leetcode.com/problems/find-median-from-data-stream/	The **median** is the middle value in an ordered integer list. If the size of the list is even, there is no middle value, and the median is the mean of the two middle values.  Some examples include:<br>1) *arr = [2,3,4]*, where the median is *3*.<br>2) *arr = [2,3]*, where the median is *(2 + 3) / 2 = 2.5*.<br><br>Implement the MedianFinder class:<br>1) *MedianFinder()* initializes the *MedianFinder* object.<br>2) *void addNum(int num)* adds the integer *num* from the data stream to the data structure.<br>3) *double findMedian()* returns the median of all elements so far. Answers within *10^-5* of the actual answer will be accepted.	O(log(n))	O(n)	We're expecting an optimized solution of:<br>Time Complexity: **O(log (n))**<br>Memory Complexity: **O(n)**	Min-Heap + Max-Heap	Single Vector	Linked List	Two Arrays	A	**Correct!**<br><br>We use a max-heap and min-heap to keep track of the elements in the data stream. The max-heap stores the smaller half of the elements and the min-heap the larger half.<br><br>The size of the max-heap should be either equal to or one more than the size of the min-heap, depending on the total number of elements.<br><br>When a new element is added to the stream, it is first inserted into either the max-heap or the min-heap depending on its value. The heaps are then balanced by moving elements from one heap to the other, as needed.<br><br>To find the median, we check the size of the heaps. If the size of the max-heap is greater than the size of the min-heap, we return the top element of the max-heap as the median. Otherwise, we return the average of the top elements of both heaps as the median.<br><br>Time Complexity: **O(log(n))**<br>Memory Complexity: O(1)	**Suboptimal!**<br><br>Sorting the entire array every time *findMedian()* is called will take O(n log(n)) time, making it inefficient for large input sizes.	Not the best approach.<br><br>Here, the idea is to use a linked list to store the elements and traverse through it every time findMedian() is called.<br><br>This approach is suboptimal because it will take O(n) time to traverse through the linked list every time findMedian() is called, which can become inefficient for large input sizes.	Weaker than using the min-heap and max-heap.<br><br>Here, the idea is to maintain two arrays, one for elements smaller than the current median and the other for elements larger than the current median.<br><br>This approach is suboptimal because it will take O(n) time to update both the arrays every time addNum() is called, and it will also take O(n) time to calculate the median every time findMedian() is called.	One naive approach would be to add the incoming integer to an array and sort it every time the median is needed.<br><br>Once the array is sorted, the median can be calculated accordingly by taking the middle element if the size of the array is odd or the average of the middle two elements if the size is even. However, this approach is not optimal as sorting an array takes O(n log(n)) time complexity which is too slow for large inputs.	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsPackSolutionsCPP/Find%20Median%20from%20Data%20Stream.cpp	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsPythonSolutions/Find%20Median%20from%20Data%20Stream.py	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsJavaSolutions/Find%20Median%20from%20Data%20Stream.java	https://youtu.be/MJixm2sYABg
Coding Interviews	Priority Queue	Max Value of Equation	https://leetcode.com/problems/max-value-of-equation/	You are given an array *points* containing the coordinates of points on a 2D plane, sorted by the x-values, where *points[i] = [xi, yi]* such that *xi < xj* for all *1 <= i < j <= points.length*. You are also given an integer *k*.<br><br>Return the **maximum value of the equation** *yi + yj + |xi - xj|*, where *|xi - xj| <= k* and *1 <= i < j <= points.length*.<br><br>It is guaranteed that there exists at least one pair of points that satisfy the constraint *|xi - xj| <= k*.	O(n log(n))	O(n)	We're expecting an optimized solution of:<br>Time Complexity: **O(n log(n))**<br>Memory Complexity: **O(n)**	Brute Force With A Twist	Binary Search	Sliding Window + Set	Sliding Window Approach + Single Pointer	C	The twist? Well, you'll have **horrible efficiency!**<br><br>The approach would be to compare all possible pairs of points and calculate the value of the equation for each pair, and return the maximum value found.<br><br>This has a time complexity of O(n^2), which makes it inefficient for large inputs.	**Incorrect!**<br><br>This approach may miss some pairs of points that satisfy the constraint, leading to an incorrect output. It also has a time complexity of O(n*log(n)), which is slower than the optimal approach presented.<br><br>For each point, search for the point with the largest *yi + xj - xi - yj* that satisfies *|xi - xj| <= k*. Return the maximum value found.	**Correct!**<br><br>We use a sliding window technique to ensure that the absolute difference between xi and xj is less than or equal to k. We then use a set to store the current yj-yi values in the window, and calculate the current maximum value of *yi-yi+|xi-xj|* by adding the current *yi-xi* value to the largest *yj+yi* value in the set.<br><br>Time Complexity: **O(n log(n))**, where n is the number of points in the input array.  A set/priority queue also has O(log(n)) insertion and deletion times.<br>Space Complexity: O(n), where n is the number of points in the input array.	**Suboptimal!**<br><br>This approach still has a time complexity of O(n^2) in the worst case scenario, as it may still have to check all possible pairs of points.<br><br>How would it be done? First, initialize a pointer to the leftmost point and move it rightward until it is no longer possible to satisfy the constraint *|xi - xj| <= k*. <br><br>While doing so, calculate the equation value for all pairs of points that satisfy the constraint and keep track of the maximum value. Then, move the pointer to the next point and repeat the process until all points have been considered.	Check all pairs of points i and j such that |xi - xj| <= k and i < j, and compute the value of the equation yi + yj + |xi - xj| for each pair - returning the maximum value found.<br><br>Time complexity here would be O(n^2), since we need to consider all pairs of points that satisfy the constraint.<br>The space complexity is O(1), since we are not using any extra data structures to solve the problem.<br><br>However, this approach is not optimal for large input sizes and can lead to a timeout error on LeetCode.	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsPackSolutionsCPP/Max%20Value%20of%20Equation.cpp	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsPythonSolutions/Max%20Value%20of%20Equation.py	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsJavaSolutions/Max%20Value%20of%20Equation.java	https://youtu.be/ShjPkqvlQt0
Coding Interviews	Linked List	Middle Of the Linked List	https://leetcode.com/problems/middle-of-the-linked-list/	Given the *head* of a singly linked list, return the **middle node of the linked list**.<br><br>If there are two middle nodes, return the **second middle** node.	O(n)	O(1)	We're expecting an optimized solution of:<br>Time Complexity: **O(n)**<br>Memory Complexity: **O(1)**	Count-based approach	Vector-based Approach	Binary Search	Floyd's Tortoise And Hare	D	**Twice as complicated as it needs to be!**<br><br>We'd traverse the linked list once to determine its length, then traverse it again to find the middle node by moving len/2 nodes from the head.<br><br>However, this approach requires two traversals of the linked list, which makes it inefficient.	**Inefficient compared to other methods.**<br><br>First, create a vector and add each node of the linked list to it.<br>Then, return the node at index size()/2.<br>This approach uses extra memory to store the nodes of the linked list in a vector, which is unnecessary and inefficient.	**Not a very good idea!**	**Correct!**<br><br>In this algorithm, we use two pointers, a slow *tortoise* pointer and a fast *hare* pointer. The *tortoise* moves one step at a time, while the *hare* moves two steps at a time.<br>By the time the *hare* reaches the end of the linked list, the *tortoise* will be at the middle of the linked list.<br><br>Time Complexity: O(n), where n is the length of the linked list, since we need to traverse the list once.<br>Space Complexity: O(1), since we are only using two pointers.	Simply traverse the entire list to count the number of nodes.  After that, traverse the list again to find the middle node based on the number of nodes counted.<br>For example, we can first traverse the list to count the number of nodes n. Then, we can traverse the list again, this time stopping at the (n/2)+1-th node, which will be the middle node for an odd-number *n*. For even-numbered *n*, we can stop at the **n/2**-th node, which will be the second middle node.	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsPackSolutionsCPP/Middle%20of%20the%20Linked%20List.cpp	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsPythonSolutions/Middle%20of%20the%20Linked%20List.py	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsJavaSolutions/Middle%20of%20the%20Linked%20List.java	https://youtu.be/e0O43pGnCVc
Coding Interviews	Linked List	Partition List	https://leetcode.com/problems/partition-list/	Given the *head* of a linked list and a value *x*, partition it such that all nodes **less than** *x* come before nodes **greater than or equal to** *x*.<br><br>You should **preserve** the original relative order of the nodes in each of the two partitions.	O(n)	O(1)	We're expecting an optimized solution of:<br>Time Complexity: **O(n)**<br>Memory Complexity: **O(1)**	Two Pointers	Creating Two New Linked Lists	Quick Sort	Convert to Array + Sort	B	**Incorrect!**<br><br>This approach involves iterating over the linked list and using two pointers to keep track of the nodes less than x and the nodes greater than or equal to x.<br><br>Time Complexity: O(n^2), where n is the length of the linked list, since the list may need to be iterated over multiple times in the worst case.	**Correct!**<br><br>One holds all nodes less than x, and the other holds the remaining nodes, before combining them.<br><br>Note that this solution can be optimized further by not using the two new linked lists and instead rearranging the nodes in the original linked list itself.<br><br>Time Complexity: O(n)<br>Memory Complexity: O(1)	**Ouch!**<br><br>The time complexity of this approach is O(n^2) in the worst case, where n is the length of the linked list. Although this approach has an average-case time complexity of O(n*log(n)), the worst-case performance makes it inefficient for large inputs.	**Brute-force**, and **suboptimal!**<br><br>You can convert the linked list into an array, sort the array, and then convert this sorted array back into a linked list.<br><br>The time complexity of this approach is O(n log(n)), where n is the length of the linked list, since sorting the array takes O(n log(n)) time using a standard sorting algorithm such as Quick Sort or Merge Sort.<br><br>However, this approach requires O(n) extra memory to store the array, making it less space-efficient than the original solution.	1) Initialize two dummy nodes for the two partitions, one for nodes less than x and one for nodes greater than or equal to x.<br>2) Traverse the linked list.  If the node's value is less than x, append it to the less than partition list.  Otherwise, append it to the greater than or equal to partition list.<br>3) Concatenate the two partition lists by setting the next pointer of the last node in the less than partition list to the first node in the greater than or equal to partition list.<br>4) Set the next pointer of the last node in the greater than or equal to partition list to null to terminate the list.<br>5) Return the head of the less than partition list.<br><br>Look for an O(1) space approach!	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsPackSolutionsCPP/Partition%20List.cpp	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsPythonSolutions/Partition%20List.py	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsJavaSolutions/Partition%20List.java	https://youtu.be/-aJl8OcnWD0
Coding Interviews	Linked List	Remove Nth Node From End of List	https://leetcode.com/problems/remove-nth-node-from-end-of-list/	Given the *head* of a linked list, remove the *nth* node from the end of the list and return its head.	O(n)	O(1)	We're expecting an optimized solution of:<br>Time Complexity: **O(n)**<br>Memory Complexity: **O(1)**	Two-Pass Algorithm	Vector-based Approach	Hash Table	Count-based approach	A	**Correct!**<br><br>The first pass counts the length of the linked list. The second pass traverses the list to the node to be removed and removes it.<br><br>Time Complexity: O(n), where n is the length of the linked list.<br>Space Complexity: O(1), since the only extra space used is for the dummy node.	**Poor space complexity!**<br><br>We'd traverse the linked list once, and store the nodes in an array or a vector. After that, we remove the nth node from the end by deleting the corresponding node from the array/vector and rebuild the linked list from the remaining nodes.<br><br>Space Complexity: O(n), which may not be feasible if the linked list is very large.	**Poor space complexity.**<br><br>We'd traverse the linked list once, and store the nodes in a map or a hash table with their indices as keys. Then, we'd remove the nth node from the end by deleting the corresponding node from the map/hash table and rebuild the linked list from the remaining nodes.<br><br>This solution has a higher space complexity of O(n) and adds overhead to store the nodes in a map/hash table. Additionally, rebuilding the linked list can be more complex and error-prone.	**Not quite!**<br><br>Traverse the linked list to count the length, and then traverse again to the (length - n)-th node and remove the next node.<br><br>This is similar to the correct solution, but the node to remove is the next node rather than the (length - n + 1)-th node, which will cause issues if n is equal to the length of the list.	1)Traverse the linked list to find its length.<br>2) Calculate the position of the node to remove by subtracting n from the length.<br>3) Traverse the linked list again until reaching the position calculated in step 2.<br>4) Remove the node at the calculated position by adjusting the pointers of its previous and next nodes.<br>5) Return the head of the modified linked list.<br>6) This approach requires two passes through the linked list and has a time complexity of O(n), where n is the length of the linked list.<br><br>However, there are more efficient approaches that require only a single pass through the linked list.	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsPackSolutionsCPP/Remove%20Nth%20Node%20From%20End%20of%20List.cpp	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsPythonSolutions/Remove%20Nth%20Node%20From%20End%20of%20List.py	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsJavaSolutions/Remove%20Nth%20Node%20From%20End%20of%20List.java	https://youtu.be/g1xYYAex1rI
Coding Interviews	Linked List	Linked List Cycle	https://leetcode.com/problems/linked-list-cycle/	Given *head*, the head of a linked list, determine if the linked list has a cycle in it.<br><br>There is a cycle in a linked list if there is some node in the list that can be reached again by continuously following the *next* pointer. Internally, *pos* is used to denote the index of the node that tail's *next* pointer is connected to. **Note that** *pos* **is not passed as a parameter**.<br><br>Return *true* **if there is a cycle in the linked list**. Otherwise, return *false*.	O(n)	O(1)	We're expecting an optimized solution of:<br>Time Complexity: **O(n)**<br>Memory Complexity: **O(1)**	Floyd's Tortoise And Hare	Traversal + Visited Array	Reverse The Linked List	Floyd's Hash Table	A	**Correct!**<br><br>This algorithm is widely used because it is simple, efficient, and **easy to implement**!<br><br>We create two pointers, *tortoise* and *hare*, then advance them through the linked list (LL). The *tortoise* pointer moves **one step at a time**, while the *hare* pointer moves **two steps at a time**. If there is a cycle, *hare* will catch up with *tortoise* at some node in the cycle. Otherwise, the *hare* pointer will simply reach the end of the LL.<br>Time Complexity: **O(n)**, where *n* is the length of the LL.<br>Space Complexity: **O(1)**, as we only need to store two pointers regardless of the size of the LL.	**Suboptimal**, but only because this approach requires us to traverse the entire linked list, even if there is no cycle. In the worst case, it takes **O(n)** time, which is the same as the correct answer.<br><br>The approach involves traversing the linked list while keeping track of the number of nodes visited. If the number of visited nodes exceeds the length of the linked list, return *true*, as there must be a cycle.<br>Time complexity: O(n)<br>Space complexity: O(1)	Incorrect - we **shouldn't** modify the structure of the linked list!<br><br>The idea is to reverse the linked list, then traverse it while keeping track of the previous node. If we encounter a node that points to a previous node, return true, as there must be a cycle.<br>If we reverse the linked list and there is no cycle, we will end up with a completely different linked list, and our algorithm will return *false* even if the original list had a cycle.	**No.**<br><br>Floyd was involved with many pioneering concepts in computer science, but a *Floyd hash table* isn't one of them.<br><br>Incidentally, an approach with a hash table is suboptimal because it requires O(n) space - at the same time, inserting and searching in the hash table can take up to *O(n)* time in the worst case if there are **hash collisions**.	Simply use a **set**.  Add the nodes to the set, and if we encounter the same node twice, we'll know we have a cycle!  It's a slightly simple approach!	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsPackSolutionsCPP/Linked%20List%20Cycle.cpp	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsPythonSolutions/Linked%20List%20Cycle.py	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsJavaSolutions/Linked%20List%20Cycle.java	https://youtu.be/kqDCvkD1fqw
